Module	Observed_DEGs	Expected_DEGs	Fold_Change	Fisher_Test
0	17	77.01719576719576	0.2207299270072993	5.3212716489622734e-17
1	97	95.30068972033257	1.017831038627886	0.6087789538642782
2	36	69.96267951625094	0.514560051857904	1.1809253585156906e-05
3	50	59.8015873015873	0.8360982083609821	0.29526450703547313
4	51	46.59863945578231	1.0944525547445256	0.34778915333323046
5	44	40.64436885865457	1.0825607885071364	0.4521548950816358
6	39	32.19836545729403	1.2112416095073908	0.16126896565160836
7	25	26.98837868480726	0.9263246337236779	0.9192526375695294
8	17	15.662320483749056	1.0854074923086203	0.5969397234114671
9	7	14.076672335600906	0.4972766171658697	0.06944704493749185
10	5	11.358418367346939	0.44020213363279054	0.06324222665612628
11	10	11.164257369614512	0.8957156458267217	1.0
12	127	10.452333711262284	12.15039660120675	1.6371639348193529e-106
13	7	7.79880007558579	0.8975739770421298	1.0
14	3	6.860355253212395	0.4372951384106873	0.22843872385475647
15	22	6.763274754346182	3.252862082212832	7.562864745258356e-07
16	4	6.407312925170069	0.6242866622428666	0.5352883216452506
17	3	6.342592592592593	0.472992700729927	0.2973599758520114
18	2	6.342592592592593	0.31532846715328466	0.09780922102480213
19	1	5.6630291005291	0.17658394160583946	0.04727799587693373
20	1	5.533588435374151	0.18071456012293505	0.04698493102697389
21	1	5.080546107331822	0.19682923427402482	0.09983483379878509
22	3	5.048185941043084	0.5942728804042673	0.6397417675668013
23	6	4.918745275888133	1.2198232808298117	0.4827479462471356
24	2	4.595143613000756	0.43524210959185766	0.33270191777207625
25	0	4.433342781557068	0.0	0.0237497669804528
26	3	4.174461451247166	0.7186555763028348	0.8010027350030944
27	3	3.915580120937264	0.7661699945707908	1.0
28	1	3.818499622071051	0.26188296424594826	0.2779908615152278
29	27	3.7861394557823127	7.131274564851208	2.599719310208559e-16
30	8	3.7861394557823127	2.1129702414373948	0.030985627424321278
31	2	3.559618291761149	0.56185799601858	0.5883455332328889
32	1	3.559618291761149	0.28092899800929	0.2684372105859005
33	0	3.4301776266061976	0.0	0.08309475160404026
34	2	3.3330971277399852	0.6000425200198426	0.7740771359692068
35	0	3.3330971277399852	0.0	0.08057275216960318
36	1	3.2036564625850343	0.3121433311214333	0.3784437974541886
37	5	3.0094954648526078	1.6614080527431128	0.21884275862248007
38	2	2.6858938019652303	0.7446310790607686	1.0
39	3	2.5888133030990175	1.158832116788321	0.7407224985047736
40	2	2.4270124716553294	0.8240583941605837	1.0
41	0	2.2652116402116405	0.0	0.1756701827653822
42	0	2.2328514739229024	0.0	0.2811987023360254
43	0	2.0386904761904763	0.0	0.2692210345584021
44	0	2.006330309901738	0.0	0.2679970239711398
45	1	1.9092498110355256	0.5237659284918965	1.0
46	0	1.84452947845805	0.0	0.4271973924396877
47	1	1.84452947845805	0.5421436803688052	1.0
48	0	1.618008314436886	0.0	0.40935111575383815
49	0	1.5856481481481481	0.0	0.407825528611804
50	0	1.5209278155706727	0.0	0.40566709487031105
51	0	1.4562074829931972	0.0	0.4047883405997855
52	6	1.4238473167044594	4.21393497013935	0.0023753394368537704
53	2	1.3914871504157218	1.4373111526056697	0.39208148578666846
54	1	1.359126984126984	0.7357664233576643	1.0
55	1	1.3267668178382466	0.7537119458785828	1.0
56	1	1.3267668178382466	0.7537119458785828	1.0
57	0	1.2944066515495087	0.0	0.6376570430223676
58	0	1.2296863189720333	0.0	0.6331281341178809
59	1	1.2296863189720333	0.8132155205532078	1.0
60	13	1.1649659863945578	11.159124087591241	2.9970955829990315e-11
61	4	1.1649659863945578	3.4335766423357663	0.025483123236349763
62	4	1.1326058201058202	3.531678832116788	0.023210312413724694
63	0	1.1326058201058202	0.0	0.6282076135221926
64	1	1.1326058201058202	0.882919708029197	1.0
65	0	1.1002456538170824	0.0	0.6271415799997518
66	1	1.035525321239607	0.9656934306569344	1.0
67	1	0.9708049886621315	1.03007299270073	0.6156004905208348
68	2	0.8737244897959183	2.289051094890511	0.206977807225044
69	0	0.8737244897959183	0.0	1.0
70	2	0.809004157218443	2.4721751824817515	0.18400797900806992
71	0	0.7766439909297053	0.0	1.0
72	2	0.7766439909297053	2.5751824817518245	0.17266860646907162
73	0	0.7442838246409675	0.0	1.0
74	1	0.7442838246409675	1.3435734687400824	0.5194720148806169
75	0	0.7119236583522297	0.0	1.0
76	0	0.679563492063492	0.0	1.0
77	0	0.679563492063492	0.0	1.0
