baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000001617	1.2100701588068	2.34736759940518	0.842918174925352	2.78481075534177	0.00535589720046866	0.013256814839009
ENSG00000001626	0.535205309831616	2.10398274201417	1.41980034825371	1.4818863402886	0.138370540235774	0.222200528718098
ENSG00000002746	3.71391653080224	1.27154262369273	0.415389472933129	3.06108533447941	0.00220536230879098	0.00603778631523159
ENSG00000003137	0.367200875756182	1.24979423749476	1.74617506046228	0.715732497727857	0.474156540258216	0.591990330415637
ENSG00000003147	41.4268898957194	1.05271253530288	0.161713767552262	6.50972734874084	7.52873297768011e-11	8.46507217008919e-10
ENSG00000003249	45.9316356046014	-1.10893496575601	0.287229324503026	-3.86079996419143	0.000113016401372237	0.000415601700302591
ENSG00000003436	109.744279666072	1.54571695661086	0.158534910328708	9.75000997197366	1.84450151237877e-22	8.40917022834015e-21
ENSG00000003989	0.411339114757982	2.26006303491136	1.37321711814484	1.64581624059902	0.099801597593229	0.16947507899212
ENSG00000004468	291.200150543391	1.14169361957433	0.155386987222292	7.34742104202752	2.02067586678149e-13	3.31550141363599e-12
ENSG00000004776	1.0742808712677	4.29505826602555	0.839664843072566	5.11520555071562	3.13399481343443e-07	1.92833331258491e-06
ENSG00000004809	43.5905161485597	1.66185693080233	0.388147563968835	4.28150807855067	1.85630983117893e-05	8.09488058469918e-05
ENSG00000004846	8.62223103771443	1.15002428972453	0.332427953036198	3.45946927513434	0.000541241022684511	0.0017053946194443
ENSG00000004939	61.6476432050492	5.12703623340157	0.480621335215327	10.6675169363935	1.44434576483149e-26	9.18815040033001e-25
ENSG00000005001	1.3909937205462	-1.35222931305426	0.844745836046595	-1.60075286003502	0.109431668239112	0.183276268996985
ENSG00000005108	0.969937283756467	3.08147184145068	0.738729320428419	4.17131384424217	3.02848409668533e-05	0.00012655917390513
ENSG00000005187	56.5268597984834	-1.00842946879958	0.198541159846177	-5.07919601950988	3.7903547322659e-07	2.29676305105783e-06
ENSG00000005189	12.3528308062166	1.425132062909	0.235724612108303	6.0457499544181	1.48716590753857e-09	1.36839273414457e-08
ENSG00000005249	658.789160380048	3.0168186587645	0.212651821283931	14.1866579865143	1.10815344401317e-45	3.16700330536777e-43
