baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000001617	0.924833696549706	1.11900257837728	0.681493106988927	1.64198664212676	0.100592772411348	0.175980827881165
ENSG00000002726	3.14894100930888	-1.48698225695255	0.812033388134992	-1.83118364180532	0.0670731374836546	0.125943287941303
ENSG00000003989	0.36260957467043	1.42263814498007	0.891201956604925	1.59631398297158	0.110418709738174	0.189740424432021
ENSG00000004468	373.914761791464	1.52715408387864	0.163340232060304	9.34952806553394	8.80396714089537e-21	5.92513608106424e-19
ENSG00000004776	0.416215473362851	1.93532407270409	1.2098301209485	1.59966596896001	0.10967270520669	0.188712107709551
ENSG00000004809	53.692612552025	1.76052836189012	0.355096823296702	4.95788260099164	7.12656030312151e-07	5.20308656388586e-06
ENSG00000004939	53.3454311477157	4.19452537326803	0.486100058693318	8.6289341016401	6.1926356382287e-18	3.00435130611301e-16
ENSG00000005001	1.28479710995475	-1.12474222460068	0.59487577365432	-1.89071781775781	0.0586620226690568	0.112909099002414
ENSG00000005108	0.735841149804806	1.85895137261467	0.779152163841521	2.38586435215597	0.0170390346082567	0.0399571387944736
ENSG00000005189	12.6171348181272	1.10609972340536	0.203992283083102	5.42226258115246	5.88493493332914e-08	5.38059781289368e-07
ENSG00000005249	440.468295262723	1.51572131648957	0.186955610894107	8.10738607544698	5.17203225519014e-16	1.95336965047287e-14
ENSG00000005421	0.233519745272491	1.19719261301439	1.20611360504431	0.992603522593049	0.320903207441018	NA
ENSG00000005513	15.4466175297251	-1.07610744640641	0.29500498539689	-3.64776020635261	0.000264536351910116	0.00105074989391944
ENSG00000005961	1343.2335902961	2.3834166992582	0.235877861467795	10.1044527215354	5.27894857949859e-24	5.00019774974517e-22
ENSG00000006047	0.347167180024733	1.10999362235921	1.06253542460904	1.04466504989011	0.296177803393436	0.41566126029706
ENSG00000006071	1.44919432075043	1.18828313261515	0.440394463727088	2.6982245020944	0.00697104112172375	0.0185046824082293
ENSG00000006282	268.508817721175	-1.26338632208568	0.22452466046185	-5.62693790288728	1.83436724927379e-08	1.86161238642287e-07
ENSG00000006327	38.6301462949634	2.4218777448415	0.322399720401442	7.5120342592911	5.82155480294181e-14	1.59271309708159e-12
ENSG00000006740	6.95082682864205	1.187123373146	0.273916926945647	4.33388102876005	1.46503368817009e-05	7.94758578352151e-05
ENSG00000006788	0.278135720123066	1.01967458474322	0.949702969322153	1.07367736827338	0.282967308171747	NA
ENSG00000007038	26.56705672732	-1.845289794818	0.443739666193874	-4.15849637839628	3.2034931091086e-05	0.00016104727222483
ENSG00000007062	5.93030187529373	1.46077999274914	0.350753944642933	4.16468585759232	3.11781556253385e-05	0.000156916317684793
ENSG00000007174	2.73074338917118	1.38612555006449	0.355880000119546	3.89492399010585	9.82295281796287e-05	0.000434413293841826
ENSG00000007372	1.22974489154985	1.78480185998652	0.609056205569842	2.93043867489477	0.00338483796330204	0.0098687610307522
ENSG00000007384	1.9950377295808	2.24239800773211	0.577590027892985	3.88233504638618	0.000103458195098627	0.000454616742428969
ENSG00000008256	120.727347318637	-1.00754663842534	0.123061561770177	-8.18733830395377	2.67066680152138e-16	1.05675621108605e-14
ENSG00000008323	1.86656741395763	1.05857958901073	0.390672784128097	2.70963228568191	0.00673578385638577	0.0179413781575685
ENSG00000008394	205.834543232999	1.22226867989702	0.189530774391765	6.44891935792212	1.12650479839544e-10	1.72217667812769e-09
ENSG00000008438	0.418743330101953	2.27306509802087	0.92175719480666	2.46601286198547	0.0136626428154909	0.0332050816838065
ENSG00000009709	0.208893960360217	1.10528972327091	1.65789367562084	0.666683116971907	0.504974565117079	NA
ENSG00000010030	46.7657982667512	1.2245028170445	0.341899446110236	3.58147060773446	0.000341665581026485	0.00131537574871745
ENSG00000010282	0.161891344212708	1.00461466934084	1.90439282811878	0.527524917394924	0.597829117581941	NA
ENSG00000010379	0.870774698308509	1.24306625102862	0.780263834983386	1.59313580265461	0.111129729084573	0.190705944217028
ENSG00000011105	8.19683108826071	1.71937353574698	0.337548510053076	5.09370796949046	3.5112748561444e-07	2.73775446318367e-06
ENSG00000011332	1.73521063843326	1.2153321258082	0.425001319216242	2.85959612560599	0.00424180841347263	0.0119830920337679
ENSG00000011347	0.456118842853604	1.39425492844001	0.887693679311167	1.5706487056683	0.116264269947863	0.197961095739647
ENSG00000011426	20.9965675125429	2.96153896365935	0.226487530632114	13.0759470748516	4.51900304096703e-39	1.32621626949823e-36
ENSG00000011590	81.640756105075	1.77054617421655	0.294081143891768	6.02060421414903	1.73767182900422e-09	2.14832880406309e-08
ENSG00000012171	2.22801032446746	1.15540910032923	0.379482735212371	3.04469477295884	0.00232916559062549	0.00714351934270646
ENSG00000012223	2.55426734294232	4.18582200354845	0.747871823532504	5.59697781335992	2.18120608184052e-08	2.18144979201726e-07
ENSG00000013016	284.91371134839	1.05941006554212	0.14554405222791	7.27896502347737	3.36390875769884e-13	8.00807108780912e-12
ENSG00000013297	0.533884973237647	1.4191984243223	0.764695920265201	1.85589904001333	0.0634679498564748	0.120533248032699
ENSG00000013306	1170.15215427763	1.02853251402802	0.15517035861655	6.6284084357225	3.393255000571e-11	5.64030185888784e-10
ENSG00000015413	0.416962049702236	2.18095931003596	1.00044996226521	2.17997840201608	0.0292590625579479	0.0630623330017316
ENSG00000015520	0.521711779283065	2.25252457263808	0.841615975339544	2.67642801306061	0.00744115491414403	0.0196014648724259
ENSG00000017427	10.5214058236642	1.68036752526392	0.256473908818692	6.55180689920321	5.68450186042066e-11	9.1104702153313e-10
ENSG00000017483	224.779745750107	1.38536360311182	0.0907963060660826	15.2579291287857	1.45802568491238e-52	9.32199136117911e-50
ENSG00000018236	0.673056111549059	1.64569539787853	0.726159342853123	2.26630065986964	0.0234329810578141	0.0523129102003975
ENSG00000018607	1.02781591737932	1.88238664077066	0.585495389087609	3.21503239112443	0.00130429803827608	0.00431998954324113
ENSG00000018625	2.23924222947036	1.04311627365521	0.404499331332539	2.57878367862533	0.00991488538564878	0.0252018001098799
ENSG00000019505	0.76300022762985	1.04131646386107	0.781911876628825	1.33175680659904	0.182940115668563	0.284312349222902
ENSG00000021645	3.14689502871231	1.15566809291685	0.33190311669369	3.48194408184304	0.000497787629557515	0.00183740085450281
ENSG00000022355	0.461786213187984	1.32146070423083	1.03561487717113	1.27601556655937	0.201950016412498	0.30745039491594
ENSG00000022556	41.7683570516172	1.34935664891331	0.275288666100977	4.90160625943954	9.50562102523229e-07	6.7581265922839e-06
ENSG00000023445	662.818154996977	-1.06543309825525	0.240805072573654	-4.42446285233203	9.66825375716645e-06	5.46341789017657e-05
ENSG00000024422	6.21661585087229	1.24266522446472	0.278359445071562	4.46424666547689	8.03509551966203e-06	4.6207606807899e-05
ENSG00000024526	8.79395714270834	3.56028337516271	0.324829284019339	10.9604753952872	5.91876305849728e-28	7.51473023214314e-26
ENSG00000029153	29.7538518706704	1.73682352243509	0.178156634354744	9.74885683446814	1.86557143499946e-22	1.51119727734663e-20
ENSG00000029534	150.924414332071	1.37334669805765	0.278751613486911	4.92677578033872	8.35975917868945e-07	6.02724159552551e-06
ENSG00000029993	50.9900383969522	1.81397112423987	0.152400162833917	11.9026849480253	1.14599711091768e-32	2.05156402796483e-30
ENSG00000034239	0.663502778506675	1.00472374777227	0.706913061977771	1.42128332579016	0.155234408965583	0.248992598270931
ENSG00000035499	20.2187425767913	2.90068904046929	0.252696019400073	11.4789661006763	1.68280734882499e-30	2.57483907339017e-28
ENSG00000036448	137.543432069507	1.66690151880739	0.520036207009043	3.20535665851899	0.00134895216551339	0.00444650003075322
ENSG00000036672	4.16340453271138	-1.79949501581392	0.495110780114259	-3.63453006496575	0.000278487782285437	0.00109812517147002
ENSG00000038295	0.21977591202342	1.29656896553777	1.65080722458734	0.785415126749201	0.432210214618076	NA
ENSG00000039139	0.784050088912466	1.22842361014547	0.77666077296493	1.58167330307661	0.113724170297694	0.194375605945132
